,context,question,source_sentence,res
2871,"twilight princess takes place several centuries after ocarina of time and majora 's mask , and begins with a youth named link who is working as a ranch hand in ordon village . one day , the village is attacked by bulblins , who carry off the village 's children with link in pursuit before he encounters a wall of twilight . a shadow beast pulls him beyond the wall into the realm of twilight , where he is transformed into a wolf and imprisoned . link is soon freed by an imp-like twilight being named midna , who dislikes link but agrees to help him if he obeys her unconditionally . she guides him to princess zelda . zelda explains that zant , the king of the twilight , has stolen the light from three of the four light spirits and conquered hyrule . in order to save hyrule , link must first restore the light spirits by entering the twilight-covered areas and , as a wolf , recover the spirits ' lost light . he must do this by collecting the multiple `` tears of light '' ; once all the tears of light are collected for one area , he restores that area 's light spirit . as he restores them , the light spirits return link to his hylian form .",where is link working as a ranch hand ?,"twilight princess takes place several centuries after ocarina of time and majora 's mask , and begins with a youth named link who is working as a ranch hand in ordon village . "," when does twilight princess take place ?

"
2872,"twilight princess takes place several centuries after ocarina of time and majora 's mask , and begins with a youth named link who is working as a ranch hand in ordon village . one day , the village is attacked by bulblins , who carry off the village 's children with link in pursuit before he encounters a wall of twilight . a shadow beast pulls him beyond the wall into the realm of twilight , where he is transformed into a wolf and imprisoned . link is soon freed by an imp-like twilight being named midna , who dislikes link but agrees to help him if he obeys her unconditionally . she guides him to princess zelda . zelda explains that zant , the king of the twilight , has stolen the light from three of the four light spirits and conquered hyrule . in order to save hyrule , link must first restore the light spirits by entering the twilight-covered areas and , as a wolf , recover the spirits ' lost light . he must do this by collecting the multiple `` tears of light '' ; once all the tears of light are collected for one area , he restores that area 's light spirit . as he restores them , the light spirits return link to his hylian form .",who attacks the village ?,"one day , the village is attacked by bulblins , who carry off the village 's children with link in pursuit before he encounters a wall of twilight . "," what happens to link at the beginning of twilight princess ?

"
2873,"twilight princess takes place several centuries after ocarina of time and majora 's mask , and begins with a youth named link who is working as a ranch hand in ordon village . one day , the village is attacked by bulblins , who carry off the village 's children with link in pursuit before he encounters a wall of twilight . a shadow beast pulls him beyond the wall into the realm of twilight , where he is transformed into a wolf and imprisoned . link is soon freed by an imp-like twilight being named midna , who dislikes link but agrees to help him if he obeys her unconditionally . she guides him to princess zelda . zelda explains that zant , the king of the twilight , has stolen the light from three of the four light spirits and conquered hyrule . in order to save hyrule , link must first restore the light spirits by entering the twilight-covered areas and , as a wolf , recover the spirits ' lost light . he must do this by collecting the multiple `` tears of light '' ; once all the tears of light are collected for one area , he restores that area 's light spirit . as he restores them , the light spirits return link to his hylian form .",what must link collect ?,"he must do this by collecting the multiple `` tears of light '' ; once all the tears of light are collected for one area , he restores that area 's light spirit . "," how does link restore the light spirits ?

"
2874,"during this time , link also helps midna find the fused shadows , fragments of a relic containing powerful dark magic . in return , she helps link find ordon village 's children while helping the monkeys of faron , the gorons of eldin , and the zoras of lanayru . once link has restored the light spirits and midna has all the fused shadows , they are ambushed by zant . after he relieves midna of the fused shadow fragments , she ridicules him for abusing his tribe 's magic , but zant reveals that his power comes from another source as he uses it to turn link back into a wolf , and then leaves midna in hyrule to die from the world 's light . bringing a dying midna to zelda , link learns he needs the master sword to return to human form . zelda sacrifices herself to heal midna with her power before vanishing mysteriously . midna is moved by zelda 's sacrifice , and begins to care more about link and the fate of the light world .",what does link assist midna in collection ?,"during this time , link also helps midna find the fused shadows , fragments of a relic containing powerful dark magic . "," what does link help midna find ?

"
2875,"during this time , link also helps midna find the fused shadows , fragments of a relic containing powerful dark magic . in return , she helps link find ordon village 's children while helping the monkeys of faron , the gorons of eldin , and the zoras of lanayru . once link has restored the light spirits and midna has all the fused shadows , they are ambushed by zant . after he relieves midna of the fused shadow fragments , she ridicules him for abusing his tribe 's magic , but zant reveals that his power comes from another source as he uses it to turn link back into a wolf , and then leaves midna in hyrule to die from the world 's light . bringing a dying midna to zelda , link learns he needs the master sword to return to human form . zelda sacrifices herself to heal midna with her power before vanishing mysteriously . midna is moved by zelda 's sacrifice , and begins to care more about link and the fate of the light world .",who attacks link and midna when they 've finished their collection tasks ?,"once link has restored the light spirits and midna has all the fused shadows , they are ambushed by zant . "," who ambushes link and midna ?

"
2876,"during this time , link also helps midna find the fused shadows , fragments of a relic containing powerful dark magic . in return , she helps link find ordon village 's children while helping the monkeys of faron , the gorons of eldin , and the zoras of lanayru . once link has restored the light spirits and midna has all the fused shadows , they are ambushed by zant . after he relieves midna of the fused shadow fragments , she ridicules him for abusing his tribe 's magic , but zant reveals that his power comes from another source as he uses it to turn link back into a wolf , and then leaves midna in hyrule to die from the world 's light . bringing a dying midna to zelda , link learns he needs the master sword to return to human form . zelda sacrifices herself to heal midna with her power before vanishing mysteriously . midna is moved by zelda 's sacrifice , and begins to care more about link and the fate of the light world .",what weapon can transform link back to his original self ?,"bringing a dying midna to zelda , link learns he needs the master sword to return to human form . "," what does link learn from zelda ?

"
2877,"during this time , link also helps midna find the fused shadows , fragments of a relic containing powerful dark magic . in return , she helps link find ordon village 's children while helping the monkeys of faron , the gorons of eldin , and the zoras of lanayru . once link has restored the light spirits and midna has all the fused shadows , they are ambushed by zant . after he relieves midna of the fused shadow fragments , she ridicules him for abusing his tribe 's magic , but zant reveals that his power comes from another source as he uses it to turn link back into a wolf , and then leaves midna in hyrule to die from the world 's light . bringing a dying midna to zelda , link learns he needs the master sword to return to human form . zelda sacrifices herself to heal midna with her power before vanishing mysteriously . midna is moved by zelda 's sacrifice , and begins to care more about link and the fate of the light world .",who saves midna ?,"bringing a dying midna to zelda , link learns he needs the master sword to return to human form . "," what does link learn from zelda ?

"
2878,"during this time , link also helps midna find the fused shadows , fragments of a relic containing powerful dark magic . in return , she helps link find ordon village 's children while helping the monkeys of faron , the gorons of eldin , and the zoras of lanayru . once link has restored the light spirits and midna has all the fused shadows , they are ambushed by zant . after he relieves midna of the fused shadow fragments , she ridicules him for abusing his tribe 's magic , but zant reveals that his power comes from another source as he uses it to turn link back into a wolf , and then leaves midna in hyrule to die from the world 's light . bringing a dying midna to zelda , link learns he needs the master sword to return to human form . zelda sacrifices herself to heal midna with her power before vanishing mysteriously . midna is moved by zelda 's sacrifice , and begins to care more about link and the fate of the light world .",where do the zoras come from ?,"in return , she helps link find ordon village 's children while helping the monkeys of faron , the gorons of eldin , and the zoras of lanayru . "," what does midna help link do ?

"
2879,"during this time , link also helps midna find the fused shadows , fragments of a relic containing powerful dark magic . in return , she helps link find ordon village 's children while helping the monkeys of faron , the gorons of eldin , and the zoras of lanayru . once link has restored the light spirits and midna has all the fused shadows , they are ambushed by zant . after he relieves midna of the fused shadow fragments , she ridicules him for abusing his tribe 's magic , but zant reveals that his power comes from another source as he uses it to turn link back into a wolf , and then leaves midna in hyrule to die from the world 's light . bringing a dying midna to zelda , link learns he needs the master sword to return to human form . zelda sacrifices herself to heal midna with her power before vanishing mysteriously . midna is moved by zelda 's sacrifice , and begins to care more about link and the fate of the light world .",what does link help midna find ?,"during this time , link also helps midna find the fused shadows , fragments of a relic containing powerful dark magic . "," what does link help midna find ?

"
2880,"during this time , link also helps midna find the fused shadows , fragments of a relic containing powerful dark magic . in return , she helps link find ordon village 's children while helping the monkeys of faron , the gorons of eldin , and the zoras of lanayru . once link has restored the light spirits and midna has all the fused shadows , they are ambushed by zant . after he relieves midna of the fused shadow fragments , she ridicules him for abusing his tribe 's magic , but zant reveals that his power comes from another source as he uses it to turn link back into a wolf , and then leaves midna in hyrule to die from the world 's light . bringing a dying midna to zelda , link learns he needs the master sword to return to human form . zelda sacrifices herself to heal midna with her power before vanishing mysteriously . midna is moved by zelda 's sacrifice , and begins to care more about link and the fate of the light world .",who ambushes link and midna ?,"once link has restored the light spirits and midna has all the fused shadows , they are ambushed by zant . "," who ambushes link and midna ?

"
2881,"during this time , link also helps midna find the fused shadows , fragments of a relic containing powerful dark magic . in return , she helps link find ordon village 's children while helping the monkeys of faron , the gorons of eldin , and the zoras of lanayru . once link has restored the light spirits and midna has all the fused shadows , they are ambushed by zant . after he relieves midna of the fused shadow fragments , she ridicules him for abusing his tribe 's magic , but zant reveals that his power comes from another source as he uses it to turn link back into a wolf , and then leaves midna in hyrule to die from the world 's light . bringing a dying midna to zelda , link learns he needs the master sword to return to human form . zelda sacrifices herself to heal midna with her power before vanishing mysteriously . midna is moved by zelda 's sacrifice , and begins to care more about link and the fate of the light world .",what does link discover he needs to find to return to human form ?,"bringing a dying midna to zelda , link learns he needs the master sword to return to human form . "," what does link learn from zelda ?

"
2882,"during this time , link also helps midna find the fused shadows , fragments of a relic containing powerful dark magic . in return , she helps link find ordon village 's children while helping the monkeys of faron , the gorons of eldin , and the zoras of lanayru . once link has restored the light spirits and midna has all the fused shadows , they are ambushed by zant . after he relieves midna of the fused shadow fragments , she ridicules him for abusing his tribe 's magic , but zant reveals that his power comes from another source as he uses it to turn link back into a wolf , and then leaves midna in hyrule to die from the world 's light . bringing a dying midna to zelda , link learns he needs the master sword to return to human form . zelda sacrifices herself to heal midna with her power before vanishing mysteriously . midna is moved by zelda 's sacrifice , and begins to care more about link and the fate of the light world .",who sacrifices herself to save midna ?,"bringing a dying midna to zelda , link learns he needs the master sword to return to human form . "," what does link learn from zelda ?

"
2883,"after gaining the master sword , link is cleansed of the magic that kept him in wolf form , obtaining the shadow crystal . now able to use it to switch between both forms at will , link is led by midna to the mirror of twilight located deep within the gerudo desert , the only known gateway between the twilight realm and hyrule . however , they discover that the mirror is broken . the sages there explain that zant tried to destroy it , but he was only able to shatter it into fragments ; only the true ruler of the twili can completely destroy the mirror of twilight . they also reveal that they used it a century ago to banish ganondorf , the gerudo leader who attempted to steal the triforce , to the twilight realm when executing him failed . assisted by an underground resistance group they meet in castle town , link and midna set out to retrieve the missing shards of the mirror , defeating those they infected . once the portal has been restored , midna is revealed to be the true ruler of the twilight realm , usurped by zant when he cursed her into her current form . confronting zant , link and midna learn that zant 's coup was made possible when he forged a pact with ganondorf , who asked for zant 's assistance in conquering hyrule . after link defeats zant , midna recovers the fused shadows , but destroys zant after learning that only ganondorf 's death can release her from her curse . returning to hyrule , link and midna find ganondorf in hyrule castle , with a lifeless zelda suspended above his head . ganondorf fights link by possessing zelda 's body and eventually by transforming into a beast , but link defeats him and midna is able to resurrect zelda .",what does link obtain that gives him control over his transformations ?,"after gaining the master sword , link is cleansed of the magic that kept him in wolf form , obtaining the shadow crystal . "," what does link obtain after gaining the master sword ?

"
2884,"after gaining the master sword , link is cleansed of the magic that kept him in wolf form , obtaining the shadow crystal . now able to use it to switch between both forms at will , link is led by midna to the mirror of twilight located deep within the gerudo desert , the only known gateway between the twilight realm and hyrule . however , they discover that the mirror is broken . the sages there explain that zant tried to destroy it , but he was only able to shatter it into fragments ; only the true ruler of the twili can completely destroy the mirror of twilight . they also reveal that they used it a century ago to banish ganondorf , the gerudo leader who attempted to steal the triforce , to the twilight realm when executing him failed . assisted by an underground resistance group they meet in castle town , link and midna set out to retrieve the missing shards of the mirror , defeating those they infected . once the portal has been restored , midna is revealed to be the true ruler of the twilight realm , usurped by zant when he cursed her into her current form . confronting zant , link and midna learn that zant 's coup was made possible when he forged a pact with ganondorf , who asked for zant 's assistance in conquering hyrule . after link defeats zant , midna recovers the fused shadows , but destroys zant after learning that only ganondorf 's death can release her from her curse . returning to hyrule , link and midna find ganondorf in hyrule castle , with a lifeless zelda suspended above his head . ganondorf fights link by possessing zelda 's body and eventually by transforming into a beast , but link defeats him and midna is able to resurrect zelda .",where does midna take link after he acquires the master sword ?,"now able to use it to switch between both forms at will , link is led by midna to the mirror of twilight located deep within the gerudo desert , the only known gateway between the twilight realm and hyrule . "," what does link gain after obtaining the master sword ?

"
2885,"after gaining the master sword , link is cleansed of the magic that kept him in wolf form , obtaining the shadow crystal . now able to use it to switch between both forms at will , link is led by midna to the mirror of twilight located deep within the gerudo desert , the only known gateway between the twilight realm and hyrule . however , they discover that the mirror is broken . the sages there explain that zant tried to destroy it , but he was only able to shatter it into fragments ; only the true ruler of the twili can completely destroy the mirror of twilight . they also reveal that they used it a century ago to banish ganondorf , the gerudo leader who attempted to steal the triforce , to the twilight realm when executing him failed . assisted by an underground resistance group they meet in castle town , link and midna set out to retrieve the missing shards of the mirror , defeating those they infected . once the portal has been restored , midna is revealed to be the true ruler of the twilight realm , usurped by zant when he cursed her into her current form . confronting zant , link and midna learn that zant 's coup was made possible when he forged a pact with ganondorf , who asked for zant 's assistance in conquering hyrule . after link defeats zant , midna recovers the fused shadows , but destroys zant after learning that only ganondorf 's death can release her from her curse . returning to hyrule , link and midna find ganondorf in hyrule castle , with a lifeless zelda suspended above his head . ganondorf fights link by possessing zelda 's body and eventually by transforming into a beast , but link defeats him and midna is able to resurrect zelda .",who was the mirror of twilight used to fight prior to zant ?,"they also reveal that they used it a century ago to banish ganondorf , the gerudo leader who attempted to steal the triforce , to the twilight realm when executing him failed . "," what did the sages use to banish ganondorf ?

"
2886,"after gaining the master sword , link is cleansed of the magic that kept him in wolf form , obtaining the shadow crystal . now able to use it to switch between both forms at will , link is led by midna to the mirror of twilight located deep within the gerudo desert , the only known gateway between the twilight realm and hyrule . however , they discover that the mirror is broken . the sages there explain that zant tried to destroy it , but he was only able to shatter it into fragments ; only the true ruler of the twili can completely destroy the mirror of twilight . they also reveal that they used it a century ago to banish ganondorf , the gerudo leader who attempted to steal the triforce , to the twilight realm when executing him failed . assisted by an underground resistance group they meet in castle town , link and midna set out to retrieve the missing shards of the mirror , defeating those they infected . once the portal has been restored , midna is revealed to be the true ruler of the twilight realm , usurped by zant when he cursed her into her current form . confronting zant , link and midna learn that zant 's coup was made possible when he forged a pact with ganondorf , who asked for zant 's assistance in conquering hyrule . after link defeats zant , midna recovers the fused shadows , but destroys zant after learning that only ganondorf 's death can release her from her curse . returning to hyrule , link and midna find ganondorf in hyrule castle , with a lifeless zelda suspended above his head . ganondorf fights link by possessing zelda 's body and eventually by transforming into a beast , but link defeats him and midna is able to resurrect zelda .",where is ganondorf located after zant 's defeat ?,"returning to hyrule , link and midna find ganondorf in hyrule castle , with a lifeless zelda suspended above his head . "," who is in hyrule castle ?

"
2887,"after gaining the master sword , link is cleansed of the magic that kept him in wolf form , obtaining the shadow crystal . now able to use it to switch between both forms at will , link is led by midna to the mirror of twilight located deep within the gerudo desert , the only known gateway between the twilight realm and hyrule . however , they discover that the mirror is broken . the sages there explain that zant tried to destroy it , but he was only able to shatter it into fragments ; only the true ruler of the twili can completely destroy the mirror of twilight . they also reveal that they used it a century ago to banish ganondorf , the gerudo leader who attempted to steal the triforce , to the twilight realm when executing him failed . assisted by an underground resistance group they meet in castle town , link and midna set out to retrieve the missing shards of the mirror , defeating those they infected . once the portal has been restored , midna is revealed to be the true ruler of the twilight realm , usurped by zant when he cursed her into her current form . confronting zant , link and midna learn that zant 's coup was made possible when he forged a pact with ganondorf , who asked for zant 's assistance in conquering hyrule . after link defeats zant , midna recovers the fused shadows , but destroys zant after learning that only ganondorf 's death can release her from her curse . returning to hyrule , link and midna find ganondorf in hyrule castle , with a lifeless zelda suspended above his head . ganondorf fights link by possessing zelda 's body and eventually by transforming into a beast , but link defeats him and midna is able to resurrect zelda .",whose body is used as a proxy by ganondorf in order to fight link ?,"ganondorf fights link by possessing zelda 's body and eventually by transforming into a beast , but link defeats him and midna is able to resurrect zelda . "," who does ganondorf possess ?

"
2888,"after gaining the master sword , link is cleansed of the magic that kept him in wolf form , obtaining the shadow crystal . now able to use it to switch between both forms at will , link is led by midna to the mirror of twilight located deep within the gerudo desert , the only known gateway between the twilight realm and hyrule . however , they discover that the mirror is broken . the sages there explain that zant tried to destroy it , but he was only able to shatter it into fragments ; only the true ruler of the twili can completely destroy the mirror of twilight . they also reveal that they used it a century ago to banish ganondorf , the gerudo leader who attempted to steal the triforce , to the twilight realm when executing him failed . assisted by an underground resistance group they meet in castle town , link and midna set out to retrieve the missing shards of the mirror , defeating those they infected . once the portal has been restored , midna is revealed to be the true ruler of the twilight realm , usurped by zant when he cursed her into her current form . confronting zant , link and midna learn that zant 's coup was made possible when he forged a pact with ganondorf , who asked for zant 's assistance in conquering hyrule . after link defeats zant , midna recovers the fused shadows , but destroys zant after learning that only ganondorf 's death can release her from her curse . returning to hyrule , link and midna find ganondorf in hyrule castle , with a lifeless zelda suspended above his head . ganondorf fights link by possessing zelda 's body and eventually by transforming into a beast , but link defeats him and midna is able to resurrect zelda .",what allows link to switch between his two forms ?,"after gaining the master sword , link is cleansed of the magic that kept him in wolf form , obtaining the shadow crystal . "," what does link obtain after gaining the master sword ?

"
2889,"after gaining the master sword , link is cleansed of the magic that kept him in wolf form , obtaining the shadow crystal . now able to use it to switch between both forms at will , link is led by midna to the mirror of twilight located deep within the gerudo desert , the only known gateway between the twilight realm and hyrule . however , they discover that the mirror is broken . the sages there explain that zant tried to destroy it , but he was only able to shatter it into fragments ; only the true ruler of the twili can completely destroy the mirror of twilight . they also reveal that they used it a century ago to banish ganondorf , the gerudo leader who attempted to steal the triforce , to the twilight realm when executing him failed . assisted by an underground resistance group they meet in castle town , link and midna set out to retrieve the missing shards of the mirror , defeating those they infected . once the portal has been restored , midna is revealed to be the true ruler of the twilight realm , usurped by zant when he cursed her into her current form . confronting zant , link and midna learn that zant 's coup was made possible when he forged a pact with ganondorf , who asked for zant 's assistance in conquering hyrule . after link defeats zant , midna recovers the fused shadows , but destroys zant after learning that only ganondorf 's death can release her from her curse . returning to hyrule , link and midna find ganondorf in hyrule castle , with a lifeless zelda suspended above his head . ganondorf fights link by possessing zelda 's body and eventually by transforming into a beast , but link defeats him and midna is able to resurrect zelda .",what is the only known gateway between twilight realm & hyrule ?,"now able to use it to switch between both forms at will , link is led by midna to the mirror of twilight located deep within the gerudo desert , the only known gateway between the twilight realm and hyrule . "," what does link gain after obtaining the master sword ?

"
2890,"after gaining the master sword , link is cleansed of the magic that kept him in wolf form , obtaining the shadow crystal . now able to use it to switch between both forms at will , link is led by midna to the mirror of twilight located deep within the gerudo desert , the only known gateway between the twilight realm and hyrule . however , they discover that the mirror is broken . the sages there explain that zant tried to destroy it , but he was only able to shatter it into fragments ; only the true ruler of the twili can completely destroy the mirror of twilight . they also reveal that they used it a century ago to banish ganondorf , the gerudo leader who attempted to steal the triforce , to the twilight realm when executing him failed . assisted by an underground resistance group they meet in castle town , link and midna set out to retrieve the missing shards of the mirror , defeating those they infected . once the portal has been restored , midna is revealed to be the true ruler of the twilight realm , usurped by zant when he cursed her into her current form . confronting zant , link and midna learn that zant 's coup was made possible when he forged a pact with ganondorf , who asked for zant 's assistance in conquering hyrule . after link defeats zant , midna recovers the fused shadows , but destroys zant after learning that only ganondorf 's death can release her from her curse . returning to hyrule , link and midna find ganondorf in hyrule castle , with a lifeless zelda suspended above his head . ganondorf fights link by possessing zelda 's body and eventually by transforming into a beast , but link defeats him and midna is able to resurrect zelda .",who is revealed as the true ruler of twilight realm ?,"now able to use it to switch between both forms at will , link is led by midna to the mirror of twilight located deep within the gerudo desert , the only known gateway between the twilight realm and hyrule . "," what does link gain after obtaining the master sword ?

"
2891,"after gaining the master sword , link is cleansed of the magic that kept him in wolf form , obtaining the shadow crystal . now able to use it to switch between both forms at will , link is led by midna to the mirror of twilight located deep within the gerudo desert , the only known gateway between the twilight realm and hyrule . however , they discover that the mirror is broken . the sages there explain that zant tried to destroy it , but he was only able to shatter it into fragments ; only the true ruler of the twili can completely destroy the mirror of twilight . they also reveal that they used it a century ago to banish ganondorf , the gerudo leader who attempted to steal the triforce , to the twilight realm when executing him failed . assisted by an underground resistance group they meet in castle town , link and midna set out to retrieve the missing shards of the mirror , defeating those they infected . once the portal has been restored , midna is revealed to be the true ruler of the twilight realm , usurped by zant when he cursed her into her current form . confronting zant , link and midna learn that zant 's coup was made possible when he forged a pact with ganondorf , who asked for zant 's assistance in conquering hyrule . after link defeats zant , midna recovers the fused shadows , but destroys zant after learning that only ganondorf 's death can release her from her curse . returning to hyrule , link and midna find ganondorf in hyrule castle , with a lifeless zelda suspended above his head . ganondorf fights link by possessing zelda 's body and eventually by transforming into a beast , but link defeats him and midna is able to resurrect zelda .",who did zant form a pact with ?,"they also reveal that they used it a century ago to banish ganondorf , the gerudo leader who attempted to steal the triforce , to the twilight realm when executing him failed . "," what did the sages use to banish ganondorf ?

"
2892,"after gaining the master sword , link is cleansed of the magic that kept him in wolf form , obtaining the shadow crystal . now able to use it to switch between both forms at will , link is led by midna to the mirror of twilight located deep within the gerudo desert , the only known gateway between the twilight realm and hyrule . however , they discover that the mirror is broken . the sages there explain that zant tried to destroy it , but he was only able to shatter it into fragments ; only the true ruler of the twili can completely destroy the mirror of twilight . they also reveal that they used it a century ago to banish ganondorf , the gerudo leader who attempted to steal the triforce , to the twilight realm when executing him failed . assisted by an underground resistance group they meet in castle town , link and midna set out to retrieve the missing shards of the mirror , defeating those they infected . once the portal has been restored , midna is revealed to be the true ruler of the twilight realm , usurped by zant when he cursed her into her current form . confronting zant , link and midna learn that zant 's coup was made possible when he forged a pact with ganondorf , who asked for zant 's assistance in conquering hyrule . after link defeats zant , midna recovers the fused shadows , but destroys zant after learning that only ganondorf 's death can release her from her curse . returning to hyrule , link and midna find ganondorf in hyrule castle , with a lifeless zelda suspended above his head . ganondorf fights link by possessing zelda 's body and eventually by transforming into a beast , but link defeats him and midna is able to resurrect zelda .",what does ganondorf transform into ?,"ganondorf fights link by possessing zelda 's body and eventually by transforming into a beast , but link defeats him and midna is able to resurrect zelda . "," who does ganondorf possess ?

"
2893,"ganondorf then revives , and midna teleports link and zelda outside the castle so she can hold him off with the fused shadows . however , as hyrule castle collapses , it is revealed that ganondorf was victorious as he crushes midna 's helmet . ganondorf engages link on horseback , and , assisted by zelda and the light spirits , link eventually knocks ganondorf off his horse and they duel on foot before link strikes down ganondorf and plunges the master sword into his chest . with ganondorf dead , the light spirits not only bring midna back to life , but restore her to her true form . after bidding farewell to link and zelda , midna returns home before destroying the mirror of twilight with a tear to maintain balance between hyrule and the twilight realm . near the end , as hyrule castle is rebuilt , link is shown leaving ordon village heading to parts unknown .",what possession of midna does ganondorf destroy ?,"however , as hyrule castle collapses , it is revealed that ganondorf was victorious as he crushes midna 's helmet . "," who was victorious in the battle between ganondorf and midna ?

"
2894,"ganondorf then revives , and midna teleports link and zelda outside the castle so she can hold him off with the fused shadows . however , as hyrule castle collapses , it is revealed that ganondorf was victorious as he crushes midna 's helmet . ganondorf engages link on horseback , and , assisted by zelda and the light spirits , link eventually knocks ganondorf off his horse and they duel on foot before link strikes down ganondorf and plunges the master sword into his chest . with ganondorf dead , the light spirits not only bring midna back to life , but restore her to her true form . after bidding farewell to link and zelda , midna returns home before destroying the mirror of twilight with a tear to maintain balance between hyrule and the twilight realm . near the end , as hyrule castle is rebuilt , link is shown leaving ordon village heading to parts unknown .",where does link depart from at the end of the game ?,"near the end , as hyrule castle is rebuilt , link is shown leaving ordon village heading to parts unknown . "," where does link go at the end of twilight princess ?

"
2895,"ganondorf then revives , and midna teleports link and zelda outside the castle so she can hold him off with the fused shadows . however , as hyrule castle collapses , it is revealed that ganondorf was victorious as he crushes midna 's helmet . ganondorf engages link on horseback , and , assisted by zelda and the light spirits , link eventually knocks ganondorf off his horse and they duel on foot before link strikes down ganondorf and plunges the master sword into his chest . with ganondorf dead , the light spirits not only bring midna back to life , but restore her to her true form . after bidding farewell to link and zelda , midna returns home before destroying the mirror of twilight with a tear to maintain balance between hyrule and the twilight realm . near the end , as hyrule castle is rebuilt , link is shown leaving ordon village heading to parts unknown .",which character helps link get ganondorf off of his horse ?,"ganondorf then revives , and midna teleports link and zelda outside the castle so she can hold him off with the fused shadows . "," what does midna do to ganondorf ?

"
2896,"ganondorf then revives , and midna teleports link and zelda outside the castle so she can hold him off with the fused shadows . however , as hyrule castle collapses , it is revealed that ganondorf was victorious as he crushes midna 's helmet . ganondorf engages link on horseback , and , assisted by zelda and the light spirits , link eventually knocks ganondorf off his horse and they duel on foot before link strikes down ganondorf and plunges the master sword into his chest . with ganondorf dead , the light spirits not only bring midna back to life , but restore her to her true form . after bidding farewell to link and zelda , midna returns home before destroying the mirror of twilight with a tear to maintain balance between hyrule and the twilight realm . near the end , as hyrule castle is rebuilt , link is shown leaving ordon village heading to parts unknown .",to what part of his body does link deliver the killing blow to ganondorf ?,"ganondorf engages link on horseback , and , assisted by zelda and the light spirits , link eventually knocks ganondorf off his horse and they duel on foot before link strikes down ganondorf and plunges the master sword into his chest . "," who does link fight on horseback ?

"
2897,"ganondorf then revives , and midna teleports link and zelda outside the castle so she can hold him off with the fused shadows . however , as hyrule castle collapses , it is revealed that ganondorf was victorious as he crushes midna 's helmet . ganondorf engages link on horseback , and , assisted by zelda and the light spirits , link eventually knocks ganondorf off his horse and they duel on foot before link strikes down ganondorf and plunges the master sword into his chest . with ganondorf dead , the light spirits not only bring midna back to life , but restore her to her true form . after bidding farewell to link and zelda , midna returns home before destroying the mirror of twilight with a tear to maintain balance between hyrule and the twilight realm . near the end , as hyrule castle is rebuilt , link is shown leaving ordon village heading to parts unknown .",who resurrects midna after the fight with ganondorf ?,"ganondorf engages link on horseback , and , assisted by zelda and the light spirits , link eventually knocks ganondorf off his horse and they duel on foot before link strikes down ganondorf and plunges the master sword into his chest . "," who defeats ganondorf ?

"
2898,"ganondorf then revives , and midna teleports link and zelda outside the castle so she can hold him off with the fused shadows . however , as hyrule castle collapses , it is revealed that ganondorf was victorious as he crushes midna 's helmet . ganondorf engages link on horseback , and , assisted by zelda and the light spirits , link eventually knocks ganondorf off his horse and they duel on foot before link strikes down ganondorf and plunges the master sword into his chest . with ganondorf dead , the light spirits not only bring midna back to life , but restore her to her true form . after bidding farewell to link and zelda , midna returns home before destroying the mirror of twilight with a tear to maintain balance between hyrule and the twilight realm . near the end , as hyrule castle is rebuilt , link is shown leaving ordon village heading to parts unknown .",who does midna teleport ?,"ganondorf then revives , and midna teleports link and zelda outside the castle so she can hold him off with the fused shadows . "," what does midna do to ganondorf ?

"
2899,"ganondorf then revives , and midna teleports link and zelda outside the castle so she can hold him off with the fused shadows . however , as hyrule castle collapses , it is revealed that ganondorf was victorious as he crushes midna 's helmet . ganondorf engages link on horseback , and , assisted by zelda and the light spirits , link eventually knocks ganondorf off his horse and they duel on foot before link strikes down ganondorf and plunges the master sword into his chest . with ganondorf dead , the light spirits not only bring midna back to life , but restore her to her true form . after bidding farewell to link and zelda , midna returns home before destroying the mirror of twilight with a tear to maintain balance between hyrule and the twilight realm . near the end , as hyrule castle is rebuilt , link is shown leaving ordon village heading to parts unknown .",what does ganondorf crush ?,"however , as hyrule castle collapses , it is revealed that ganondorf was victorious as he crushes midna 's helmet . "," who was victorious in the battle between ganondorf and midna ?

"
2900,"ganondorf then revives , and midna teleports link and zelda outside the castle so she can hold him off with the fused shadows . however , as hyrule castle collapses , it is revealed that ganondorf was victorious as he crushes midna 's helmet . ganondorf engages link on horseback , and , assisted by zelda and the light spirits , link eventually knocks ganondorf off his horse and they duel on foot before link strikes down ganondorf and plunges the master sword into his chest . with ganondorf dead , the light spirits not only bring midna back to life , but restore her to her true form . after bidding farewell to link and zelda , midna returns home before destroying the mirror of twilight with a tear to maintain balance between hyrule and the twilight realm . near the end , as hyrule castle is rebuilt , link is shown leaving ordon village heading to parts unknown .",what does midna destroy ?,"after bidding farewell to link and zelda , midna returns home before destroying the mirror of twilight with a tear to maintain balance between hyrule and the twilight realm . "," what does midna do after she says goodbye to link and zelda ?

"
