,context,question,source_sentence,res
2338,"waitz defined anthropology as `` the science of the nature of man '' . by nature he meant matter animated by `` the divine breath '' ; i.e. , he was an animist . following broca 's lead , waitz points out that anthropology is a new field , which would gather material from other fields , but would differ from them in the use of comparative anatomy , physiology , and psychology to differentiate man from `` the animals nearest to him '' . he stresses that the data of comparison must be empirical , gathered by experimentation . the history of civilization as well as ethnology are to be brought into the comparison . it is to be presumed fundamentally that the species , man , is a unity , and that `` the same laws of thought are applicable to all men '' .",what did waitz stress that the data of comparison must be ?,"he stresses that the data of comparison must be empirical , gathered by experimentation . "," what does waitz stress ?

"
2339,"waitz defined anthropology as `` the science of the nature of man '' . by nature he meant matter animated by `` the divine breath '' ; i.e. , he was an animist . following broca 's lead , waitz points out that anthropology is a new field , which would gather material from other fields , but would differ from them in the use of comparative anatomy , physiology , and psychology to differentiate man from `` the animals nearest to him '' . he stresses that the data of comparison must be empirical , gathered by experimentation . the history of civilization as well as ethnology are to be brought into the comparison . it is to be presumed fundamentally that the species , man , is a unity , and that `` the same laws of thought are applicable to all men '' .",what history was to be brought into the comparison ?,the history of civilization as well as ethnology are to be brought into the comparison . ," what is the science of the nature of man ?

"
2340,"waitz was influential among the british ethnologists . in 1863 the explorer richard francis burton and the speech therapist james hunt broke away from the ethnological society of london to form the anthropological society of london , which henceforward would follow the path of the new anthropology rather than just ethnology . it was the 2nd society dedicated to general anthropology in existence . representatives from the french société were present , though not broca . in his keynote address , printed in the first volume of its new publication , the anthropological review , hunt stressed the work of waitz , adopting his definitions as a standard . -lsb- n 5 -rsb- among the first associates were the young edward burnett tylor , inventor of cultural anthropology , and his brother alfred tylor , a geologist . previously edward had referred to himself as an ethnologist ; subsequently , an anthropologist .",who was waitz influential among ?,waitz was influential among the british ethnologists . ," who was influential among the british ethnologists ?

"
2341,"waitz was influential among the british ethnologists . in 1863 the explorer richard francis burton and the speech therapist james hunt broke away from the ethnological society of london to form the anthropological society of london , which henceforward would follow the path of the new anthropology rather than just ethnology . it was the 2nd society dedicated to general anthropology in existence . representatives from the french société were present , though not broca . in his keynote address , printed in the first volume of its new publication , the anthropological review , hunt stressed the work of waitz , adopting his definitions as a standard . -lsb- n 5 -rsb- among the first associates were the young edward burnett tylor , inventor of cultural anthropology , and his brother alfred tylor , a geologist . previously edward had referred to himself as an ethnologist ; subsequently , an anthropologist .",in what year did richard francis burton break away from the ethnological society of london ?,"in 1863 the explorer richard francis burton and the speech therapist james hunt broke away from the ethnological society of london to form the anthropological society of london , which henceforward would follow the path of the new anthropology rather than just ethnology . "," what did the anthropological society of london follow ?

"
2342,"waitz was influential among the british ethnologists . in 1863 the explorer richard francis burton and the speech therapist james hunt broke away from the ethnological society of london to form the anthropological society of london , which henceforward would follow the path of the new anthropology rather than just ethnology . it was the 2nd society dedicated to general anthropology in existence . representatives from the french société were present , though not broca . in his keynote address , printed in the first volume of its new publication , the anthropological review , hunt stressed the work of waitz , adopting his definitions as a standard . -lsb- n 5 -rsb- among the first associates were the young edward burnett tylor , inventor of cultural anthropology , and his brother alfred tylor , a geologist . previously edward had referred to himself as an ethnologist ; subsequently , an anthropologist .",what path of exploration did the anthropological society of london follow ?,"in 1863 the explorer richard francis burton and the speech therapist james hunt broke away from the ethnological society of london to form the anthropological society of london , which henceforward would follow the path of the new anthropology rather than just ethnology . "," what did the anthropological society of london follow ?

"
2343,"waitz was influential among the british ethnologists . in 1863 the explorer richard francis burton and the speech therapist james hunt broke away from the ethnological society of london to form the anthropological society of london , which henceforward would follow the path of the new anthropology rather than just ethnology . it was the 2nd society dedicated to general anthropology in existence . representatives from the french société were present , though not broca . in his keynote address , printed in the first volume of its new publication , the anthropological review , hunt stressed the work of waitz , adopting his definitions as a standard . -lsb- n 5 -rsb- among the first associates were the young edward burnett tylor , inventor of cultural anthropology , and his brother alfred tylor , a geologist . previously edward had referred to himself as an ethnologist ; subsequently , an anthropologist .",representatives from where were present in the anthropological society of london ?,"representatives from the french société were present , though not broca . "," who was not present at the first meeting of the anthropological society of london ?

"
2344,"waitz was influential among the british ethnologists . in 1863 the explorer richard francis burton and the speech therapist james hunt broke away from the ethnological society of london to form the anthropological society of london , which henceforward would follow the path of the new anthropology rather than just ethnology . it was the 2nd society dedicated to general anthropology in existence . representatives from the french société were present , though not broca . in his keynote address , printed in the first volume of its new publication , the anthropological review , hunt stressed the work of waitz , adopting his definitions as a standard . -lsb- n 5 -rsb- among the first associates were the young edward burnett tylor , inventor of cultural anthropology , and his brother alfred tylor , a geologist . previously edward had referred to himself as an ethnologist ; subsequently , an anthropologist .",whose work did hunt stress in the first volume of the anthropological review ?,"in his keynote address , printed in the first volume of its new publication , the anthropological review , hunt stressed the work of waitz , adopting his definitions as a standard . "," who was the first president of the anthropological society of london ?

"
2345,"this meagre statistic expanded in the 20th century to comprise anthropology departments in the majority of the world 's higher educational institutions , many thousands in number . anthropology has diversified from a few major subdivisions to dozens more . practical anthropology , the use of anthropological knowledge and technique to solve specific problems , has arrived ; for example , the presence of buried victims might stimulate the use of a forensic archaeologist to recreate the final scene . organization has reached global level . for example , the world council of anthropological associations -lrb- wcaa -rrb- , `` a network of national , regional and international associations that aims to promote worldwide communication and cooperation in anthropology '' , currently contains members from about three dozen nations .",what did the 20th century see the expansion of anthropology departments into ?,"this meagre statistic expanded in the 20th century to comprise anthropology departments in the majority of the world 's higher educational institutions , many thousands in number . "," how many anthropology departments were there in the 20th century ?

"
2346,"this meagre statistic expanded in the 20th century to comprise anthropology departments in the majority of the world 's higher educational institutions , many thousands in number . anthropology has diversified from a few major subdivisions to dozens more . practical anthropology , the use of anthropological knowledge and technique to solve specific problems , has arrived ; for example , the presence of buried victims might stimulate the use of a forensic archaeologist to recreate the final scene . organization has reached global level . for example , the world council of anthropological associations -lrb- wcaa -rrb- , `` a network of national , regional and international associations that aims to promote worldwide communication and cooperation in anthropology '' , currently contains members from about three dozen nations .",what was anthropology diversified into dozens of ?,anthropology has diversified from a few major subdivisions to dozens more . ," how many subdivisions did anthropology have in the 20th century ?

"
2347,"this meagre statistic expanded in the 20th century to comprise anthropology departments in the majority of the world 's higher educational institutions , many thousands in number . anthropology has diversified from a few major subdivisions to dozens more . practical anthropology , the use of anthropological knowledge and technique to solve specific problems , has arrived ; for example , the presence of buried victims might stimulate the use of a forensic archaeologist to recreate the final scene . organization has reached global level . for example , the world council of anthropological associations -lrb- wcaa -rrb- , `` a network of national , regional and international associations that aims to promote worldwide communication and cooperation in anthropology '' , currently contains members from about three dozen nations .",what type of anthropology is used to solve specific problems ?,"practical anthropology , the use of anthropological knowledge and technique to solve specific problems , has arrived ; for example , the presence of buried victims might stimulate the use of a forensic archaeologist to recreate the final scene . "," what is practical anthropology ?

"
2348,"this meagre statistic expanded in the 20th century to comprise anthropology departments in the majority of the world 's higher educational institutions , many thousands in number . anthropology has diversified from a few major subdivisions to dozens more . practical anthropology , the use of anthropological knowledge and technique to solve specific problems , has arrived ; for example , the presence of buried victims might stimulate the use of a forensic archaeologist to recreate the final scene . organization has reached global level . for example , the world council of anthropological associations -lrb- wcaa -rrb- , `` a network of national , regional and international associations that aims to promote worldwide communication and cooperation in anthropology '' , currently contains members from about three dozen nations .",what does a forensic archaeologist become stimulated to do in the presence of buried victims ?,"practical anthropology , the use of anthropological knowledge and technique to solve specific problems , has arrived ; for example , the presence of buried victims might stimulate the use of a forensic archaeologist to recreate the final scene . "," what is practical anthropology ?

"
2349,"this meagre statistic expanded in the 20th century to comprise anthropology departments in the majority of the world 's higher educational institutions , many thousands in number . anthropology has diversified from a few major subdivisions to dozens more . practical anthropology , the use of anthropological knowledge and technique to solve specific problems , has arrived ; for example , the presence of buried victims might stimulate the use of a forensic archaeologist to recreate the final scene . organization has reached global level . for example , the world council of anthropological associations -lrb- wcaa -rrb- , `` a network of national , regional and international associations that aims to promote worldwide communication and cooperation in anthropology '' , currently contains members from about three dozen nations .",from how many nations does the wcaa boast members from ?,"for example , the world council of anthropological associations -lrb- wcaa -rrb- , `` a network of national , regional and international associations that aims to promote worldwide communication and cooperation in anthropology '' , currently contains members from about three dozen nations . "," what is the world council of anthropological associations ?

"
2350,"media anthropology -lrb- also known as anthropology of media or mass media -rrb- emphasizes ethnographic studies as a means of understanding producers , audiences , and other cultural and social aspects of mass media . the types of ethnographic contexts explored range from contexts of media production -lrb- e.g. , ethnographies of newsrooms in newspapers , journalists in the field , film production -rrb- to contexts of media reception , following audiences in their everyday responses to media . other types include cyber anthropology , a relatively new area of internet research , as well as ethnographies of other areas of research which happen to involve media , such as development work , social movements , or health education . this is in addition to many classic ethnographic contexts , where media such as radio , the press , new media and television have started to make their presences felt since the early 1990s .",what type of anthropology tries to understand the social aspects of mass media ?,"media anthropology -lrb- also known as anthropology of media or mass media -rrb- emphasizes ethnographic studies as a means of understanding producers , audiences , and other cultural and social aspects of mass media . "," what is media anthropology ?

"
2351,"media anthropology -lrb- also known as anthropology of media or mass media -rrb- emphasizes ethnographic studies as a means of understanding producers , audiences , and other cultural and social aspects of mass media . the types of ethnographic contexts explored range from contexts of media production -lrb- e.g. , ethnographies of newsrooms in newspapers , journalists in the field , film production -rrb- to contexts of media reception , following audiences in their everyday responses to media . other types include cyber anthropology , a relatively new area of internet research , as well as ethnographies of other areas of research which happen to involve media , such as development work , social movements , or health education . this is in addition to many classic ethnographic contexts , where media such as radio , the press , new media and television have started to make their presences felt since the early 1990s .",media production and media reception are examples of what type of context ?,"the types of ethnographic contexts explored range from contexts of media production -lrb- e.g. , ethnographies of newsrooms in newspapers , journalists in the field , film production -rrb- to contexts of media reception , following audiences in their everyday responses to media . "," what are the two types of ethnographic contexts explored in media anthropology ?

"
2352,"media anthropology -lrb- also known as anthropology of media or mass media -rrb- emphasizes ethnographic studies as a means of understanding producers , audiences , and other cultural and social aspects of mass media . the types of ethnographic contexts explored range from contexts of media production -lrb- e.g. , ethnographies of newsrooms in newspapers , journalists in the field , film production -rrb- to contexts of media reception , following audiences in their everyday responses to media . other types include cyber anthropology , a relatively new area of internet research , as well as ethnographies of other areas of research which happen to involve media , such as development work , social movements , or health education . this is in addition to many classic ethnographic contexts , where media such as radio , the press , new media and television have started to make their presences felt since the early 1990s .",media such as a radio and television have started to make their presences felt since what years ?,"this is in addition to many classic ethnographic contexts , where media such as radio , the press , new media and television have started to make their presences felt since the early 1990s . "," what are some of the classic ethnographic contexts ?

"
2353,"media anthropology -lrb- also known as anthropology of media or mass media -rrb- emphasizes ethnographic studies as a means of understanding producers , audiences , and other cultural and social aspects of mass media . the types of ethnographic contexts explored range from contexts of media production -lrb- e.g. , ethnographies of newsrooms in newspapers , journalists in the field , film production -rrb- to contexts of media reception , following audiences in their everyday responses to media . other types include cyber anthropology , a relatively new area of internet research , as well as ethnographies of other areas of research which happen to involve media , such as development work , social movements , or health education . this is in addition to many classic ethnographic contexts , where media such as radio , the press , new media and television have started to make their presences felt since the early 1990s .",following audiences in their everyday responses to media is encompassed by what type of context ?,"the types of ethnographic contexts explored range from contexts of media production -lrb- e.g. , ethnographies of newsrooms in newspapers , journalists in the field , film production -rrb- to contexts of media reception , following audiences in their everyday responses to media . "," what are the two types of ethnographic contexts explored in media anthropology ?

"
2354,"media anthropology -lrb- also known as anthropology of media or mass media -rrb- emphasizes ethnographic studies as a means of understanding producers , audiences , and other cultural and social aspects of mass media . the types of ethnographic contexts explored range from contexts of media production -lrb- e.g. , ethnographies of newsrooms in newspapers , journalists in the field , film production -rrb- to contexts of media reception , following audiences in their everyday responses to media . other types include cyber anthropology , a relatively new area of internet research , as well as ethnographies of other areas of research which happen to involve media , such as development work , social movements , or health education . this is in addition to many classic ethnographic contexts , where media such as radio , the press , new media and television have started to make their presences felt since the early 1990s .",what type of anthropology involves the relatively new area of internet search ?,"other types include cyber anthropology , a relatively new area of internet research , as well as ethnographies of other areas of research which happen to involve media , such as development work , social movements , or health education . "," what are some other types of media anthropology ?

"
2355,"visual anthropology is concerned , in part , with the study and production of ethnographic photography , film and , since the mid-1990s , new media . while the term is sometimes used interchangeably with ethnographic film , visual anthropology also encompasses the anthropological study of visual representation , including areas such as performance , museums , art , and the production and reception of mass media . visual representations from all cultures , such as sandpaintings , tattoos , sculptures and reliefs , cave paintings , scrimshaw , jewelry , hieroglyphics , paintings and photographs are included in the focus of visual anthropology .",what type of anthropology concerns itself with the study of photography and film ?,"visual anthropology is concerned , in part , with the study and production of ethnographic photography , film and , since the mid-1990s , new media . "," what is visual anthropology concerned with ?

"
2356,"visual anthropology is concerned , in part , with the study and production of ethnographic photography , film and , since the mid-1990s , new media . while the term is sometimes used interchangeably with ethnographic film , visual anthropology also encompasses the anthropological study of visual representation , including areas such as performance , museums , art , and the production and reception of mass media . visual representations from all cultures , such as sandpaintings , tattoos , sculptures and reliefs , cave paintings , scrimshaw , jewelry , hieroglyphics , paintings and photographs are included in the focus of visual anthropology .","what are performances , art , and the production of mass media grouped under ?","while the term is sometimes used interchangeably with ethnographic film , visual anthropology also encompasses the anthropological study of visual representation , including areas such as performance , museums , art , and the production and reception of mass media . "," what does visual anthropology encompass ?

"
2357,"visual anthropology is concerned , in part , with the study and production of ethnographic photography , film and , since the mid-1990s , new media . while the term is sometimes used interchangeably with ethnographic film , visual anthropology also encompasses the anthropological study of visual representation , including areas such as performance , museums , art , and the production and reception of mass media . visual representations from all cultures , such as sandpaintings , tattoos , sculptures and reliefs , cave paintings , scrimshaw , jewelry , hieroglyphics , paintings and photographs are included in the focus of visual anthropology .",what cultures ' visual representations are included in visual anthropology ?,"visual representations from all cultures , such as sandpaintings , tattoos , sculptures and reliefs , cave paintings , scrimshaw , jewelry , hieroglyphics , paintings and photographs are included in the focus of visual anthropology . "," what are some examples of visual representations from all cultures ?

"
2358,"visual anthropology is concerned , in part , with the study and production of ethnographic photography , film and , since the mid-1990s , new media . while the term is sometimes used interchangeably with ethnographic film , visual anthropology also encompasses the anthropological study of visual representation , including areas such as performance , museums , art , and the production and reception of mass media . visual representations from all cultures , such as sandpaintings , tattoos , sculptures and reliefs , cave paintings , scrimshaw , jewelry , hieroglyphics , paintings and photographs are included in the focus of visual anthropology .",what term is visual anthropology sometimes used interchangeably with ?,"while the term is sometimes used interchangeably with ethnographic film , visual anthropology also encompasses the anthropological study of visual representation , including areas such as performance , museums , art , and the production and reception of mass media . "," what does visual anthropology encompass ?

"
2359,"economic anthropology attempts to explain human economic behavior in its widest historic , geographic and cultural scope . it has a complex relationship with the discipline of economics , of which it is highly critical . its origins as a sub-field of anthropology begin with the polish-british founder of anthropology , bronislaw malinowski , and his french compatriot , marcel mauss , on the nature of gift-giving exchange -lrb- or reciprocity -rrb- as an alternative to market exchange . economic anthropology remains , for the most part , focused upon exchange . the school of thought derived from marx and known as political economy focuses on production , in contrast . economic anthropologists have abandoned the primitivist niche they were relegated to by economists , and have now turned to examine corporations , banks , and the global financial system from an anthropological perspective .",which branch of anthropology attempts to explain human economic behavior ?,"economic anthropology attempts to explain human economic behavior in its widest historic , geographic and cultural scope . "," what is the scope of economic anthropology ?

"
2360,"economic anthropology attempts to explain human economic behavior in its widest historic , geographic and cultural scope . it has a complex relationship with the discipline of economics , of which it is highly critical . its origins as a sub-field of anthropology begin with the polish-british founder of anthropology , bronislaw malinowski , and his french compatriot , marcel mauss , on the nature of gift-giving exchange -lrb- or reciprocity -rrb- as an alternative to market exchange . economic anthropology remains , for the most part , focused upon exchange . the school of thought derived from marx and known as political economy focuses on production , in contrast . economic anthropologists have abandoned the primitivist niche they were relegated to by economists , and have now turned to examine corporations , banks , and the global financial system from an anthropological perspective .",economic anthropology covers what scope of human economic behavior ?,"economic anthropology attempts to explain human economic behavior in its widest historic , geographic and cultural scope . "," what is the scope of economic anthropology ?

"
2361,"economic anthropology attempts to explain human economic behavior in its widest historic , geographic and cultural scope . it has a complex relationship with the discipline of economics , of which it is highly critical . its origins as a sub-field of anthropology begin with the polish-british founder of anthropology , bronislaw malinowski , and his french compatriot , marcel mauss , on the nature of gift-giving exchange -lrb- or reciprocity -rrb- as an alternative to market exchange . economic anthropology remains , for the most part , focused upon exchange . the school of thought derived from marx and known as political economy focuses on production , in contrast . economic anthropologists have abandoned the primitivist niche they were relegated to by economists , and have now turned to examine corporations , banks , and the global financial system from an anthropological perspective .",what is economic anthropology highly critical of ?,"it has a complex relationship with the discipline of economics , of which it is highly critical . "," what is the relationship between economic anthropology and economics ?

"
2362,"economic anthropology attempts to explain human economic behavior in its widest historic , geographic and cultural scope . it has a complex relationship with the discipline of economics , of which it is highly critical . its origins as a sub-field of anthropology begin with the polish-british founder of anthropology , bronislaw malinowski , and his french compatriot , marcel mauss , on the nature of gift-giving exchange -lrb- or reciprocity -rrb- as an alternative to market exchange . economic anthropology remains , for the most part , focused upon exchange . the school of thought derived from marx and known as political economy focuses on production , in contrast . economic anthropologists have abandoned the primitivist niche they were relegated to by economists , and have now turned to examine corporations , banks , and the global financial system from an anthropological perspective .",who was the polish-british founder of anthropology ?,"its origins as a sub-field of anthropology begin with the polish-british founder of anthropology , bronislaw malinowski , and his french compatriot , marcel mauss , on the nature of gift-giving exchange -lrb- or reciprocity -rrb- as an alternative to market exchange . "," who founded economic anthropology ?

"
2363,"economic anthropology attempts to explain human economic behavior in its widest historic , geographic and cultural scope . it has a complex relationship with the discipline of economics , of which it is highly critical . its origins as a sub-field of anthropology begin with the polish-british founder of anthropology , bronislaw malinowski , and his french compatriot , marcel mauss , on the nature of gift-giving exchange -lrb- or reciprocity -rrb- as an alternative to market exchange . economic anthropology remains , for the most part , focused upon exchange . the school of thought derived from marx and known as political economy focuses on production , in contrast . economic anthropologists have abandoned the primitivist niche they were relegated to by economists , and have now turned to examine corporations , banks , and the global financial system from an anthropological perspective .",what is economic anthropology mostly focused upon ?,"economic anthropology remains , for the most part , focused upon exchange . "," what is the main focus of economic anthropology ?

"
2364,"political economy in anthropology is the application of the theories and methods of historical materialism to the traditional concerns of anthropology , including , but not limited to , non-capitalist societies . political economy introduced questions of history and colonialism to ahistorical anthropological theories of social structure and culture . three main areas of interest rapidly developed . the first of these areas was concerned with the `` pre-capitalist '' societies that were subject to evolutionary `` tribal '' stereotypes . sahlins work on hunter-gatherers as the ` original affluent society ' did much to dissipate that image . the second area was concerned with the vast majority of the world 's population at the time , the peasantry , many of whom were involved in complex revolutionary wars such as in vietnam . the third area was on colonialism , imperialism , and the creation of the capitalist world-system . more recently , these political economists have more directly addressed issues of industrial -lrb- and post-industrial -rrb- capitalism around the world .",what does political economy in anthropology apply historical materialism to ?,"political economy in anthropology is the application of the theories and methods of historical materialism to the traditional concerns of anthropology , including , but not limited to , non-capitalist societies . "," what is political economy in anthropology ?

"
2365,"political economy in anthropology is the application of the theories and methods of historical materialism to the traditional concerns of anthropology , including , but not limited to , non-capitalist societies . political economy introduced questions of history and colonialism to ahistorical anthropological theories of social structure and culture . three main areas of interest rapidly developed . the first of these areas was concerned with the `` pre-capitalist '' societies that were subject to evolutionary `` tribal '' stereotypes . sahlins work on hunter-gatherers as the ` original affluent society ' did much to dissipate that image . the second area was concerned with the vast majority of the world 's population at the time , the peasantry , many of whom were involved in complex revolutionary wars such as in vietnam . the third area was on colonialism , imperialism , and the creation of the capitalist world-system . more recently , these political economists have more directly addressed issues of industrial -lrb- and post-industrial -rrb- capitalism around the world .",what did political economy introduce questions of to theories of social structure and culture ?,political economy introduced questions of history and colonialism to ahistorical anthropological theories of social structure and culture . ," what did political economy introduce to anthropological theories of social structure and culture ?

"
2366,"political economy in anthropology is the application of the theories and methods of historical materialism to the traditional concerns of anthropology , including , but not limited to , non-capitalist societies . political economy introduced questions of history and colonialism to ahistorical anthropological theories of social structure and culture . three main areas of interest rapidly developed . the first of these areas was concerned with the `` pre-capitalist '' societies that were subject to evolutionary `` tribal '' stereotypes . sahlins work on hunter-gatherers as the ` original affluent society ' did much to dissipate that image . the second area was concerned with the vast majority of the world 's population at the time , the peasantry , many of whom were involved in complex revolutionary wars such as in vietnam . the third area was on colonialism , imperialism , and the creation of the capitalist world-system . more recently , these political economists have more directly addressed issues of industrial -lrb- and post-industrial -rrb- capitalism around the world .",who were the original affluent society ?,sahlins work on hunter-gatherers as the ` original affluent society ' did much to dissipate that image . ," what did sahlins work on hunter-gatherers do ?

"
2367,"political economy in anthropology is the application of the theories and methods of historical materialism to the traditional concerns of anthropology , including , but not limited to , non-capitalist societies . political economy introduced questions of history and colonialism to ahistorical anthropological theories of social structure and culture . three main areas of interest rapidly developed . the first of these areas was concerned with the `` pre-capitalist '' societies that were subject to evolutionary `` tribal '' stereotypes . sahlins work on hunter-gatherers as the ` original affluent society ' did much to dissipate that image . the second area was concerned with the vast majority of the world 's population at the time , the peasantry , many of whom were involved in complex revolutionary wars such as in vietnam . the third area was on colonialism , imperialism , and the creation of the capitalist world-system . more recently , these political economists have more directly addressed issues of industrial -lrb- and post-industrial -rrb- capitalism around the world .",what do peasants make up the vast majority of in the world ?,"the second area was concerned with the vast majority of the world 's population at the time , the peasantry , many of whom were involved in complex revolutionary wars such as in vietnam . "," what was the second area of interest in political economy in anthropology ?

"
2368,"political economy in anthropology is the application of the theories and methods of historical materialism to the traditional concerns of anthropology , including , but not limited to , non-capitalist societies . political economy introduced questions of history and colonialism to ahistorical anthropological theories of social structure and culture . three main areas of interest rapidly developed . the first of these areas was concerned with the `` pre-capitalist '' societies that were subject to evolutionary `` tribal '' stereotypes . sahlins work on hunter-gatherers as the ` original affluent society ' did much to dissipate that image . the second area was concerned with the vast majority of the world 's population at the time , the peasantry , many of whom were involved in complex revolutionary wars such as in vietnam . the third area was on colonialism , imperialism , and the creation of the capitalist world-system . more recently , these political economists have more directly addressed issues of industrial -lrb- and post-industrial -rrb- capitalism around the world .",what have political economists most recently focused on the issues of ?,"more recently , these political economists have more directly addressed issues of industrial -lrb- and post-industrial -rrb- capitalism around the world . "," what is the focus of political economy in anthropology ?

"
2369,"applied anthropology refers to the application of the method and theory of anthropology to the analysis and solution of practical problems . it is a , `` complex of related , research-based , instrumental methods which produce change or stability in specific cultural systems through the provision of data , initiation of direct action , and/or the formulation of policy '' . more simply , applied anthropology is the practical side of anthropological research ; it includes researcher involvement and activism within the participating community . it is closely related to development anthropology -lrb- distinct from the more critical anthropology of development -rrb- .",what type of anthropology is used to analyse and find solutions to real world problems ?,applied anthropology refers to the application of the method and theory of anthropology to the analysis and solution of practical problems . ," what is applied anthropology ?

"
2370,"applied anthropology refers to the application of the method and theory of anthropology to the analysis and solution of practical problems . it is a , `` complex of related , research-based , instrumental methods which produce change or stability in specific cultural systems through the provision of data , initiation of direct action , and/or the formulation of policy '' . more simply , applied anthropology is the practical side of anthropological research ; it includes researcher involvement and activism within the participating community . it is closely related to development anthropology -lrb- distinct from the more critical anthropology of development -rrb- .",what do the instrumental methods of applied anthropology produce ?,"it is a , `` complex of related , research-based , instrumental methods which produce change or stability in specific cultural systems through the provision of data , initiation of direct action , and/or the formulation of policy '' . "," what is applied anthropology ?

"
2371,"applied anthropology refers to the application of the method and theory of anthropology to the analysis and solution of practical problems . it is a , `` complex of related , research-based , instrumental methods which produce change or stability in specific cultural systems through the provision of data , initiation of direct action , and/or the formulation of policy '' . more simply , applied anthropology is the practical side of anthropological research ; it includes researcher involvement and activism within the participating community . it is closely related to development anthropology -lrb- distinct from the more critical anthropology of development -rrb- .",what type of action does applied anthropology initiate ?,"it is a , `` complex of related , research-based , instrumental methods which produce change or stability in specific cultural systems through the provision of data , initiation of direct action , and/or the formulation of policy '' . "," what is applied anthropology ?

"
2372,"applied anthropology refers to the application of the method and theory of anthropology to the analysis and solution of practical problems . it is a , `` complex of related , research-based , instrumental methods which produce change or stability in specific cultural systems through the provision of data , initiation of direct action , and/or the formulation of policy '' . more simply , applied anthropology is the practical side of anthropological research ; it includes researcher involvement and activism within the participating community . it is closely related to development anthropology -lrb- distinct from the more critical anthropology of development -rrb- .",what side of anthropology is applied anthropology ?,"more simply , applied anthropology is the practical side of anthropological research ; it includes researcher involvement and activism within the participating community . "," what is applied anthropology ?

"
2373,"applied anthropology refers to the application of the method and theory of anthropology to the analysis and solution of practical problems . it is a , `` complex of related , research-based , instrumental methods which produce change or stability in specific cultural systems through the provision of data , initiation of direct action , and/or the formulation of policy '' . more simply , applied anthropology is the practical side of anthropological research ; it includes researcher involvement and activism within the participating community . it is closely related to development anthropology -lrb- distinct from the more critical anthropology of development -rrb- .",included in applied anthropology is researcher involvement as well as activism in what communities ?,"more simply , applied anthropology is the practical side of anthropological research ; it includes researcher involvement and activism within the participating community . "," what is applied anthropology ?

"
2374,"anthropology of development tends to view development from a critical perspective . the kind of issues addressed and implications for the approach simply involve pondering why , if a key development goal is to alleviate poverty , is poverty increasing ? why is there such a gap between plans and outcomes ? why are those working in development so willing to disregard history and the lessons it might offer ? why is development so externally driven rather than having an internal basis ? in short why does so much planned development fail ?",what perspective does development anthropology view development from ?,anthropology of development tends to view development from a critical perspective . ," what is the anthropology of development ?

"
2375,"anthropology of development tends to view development from a critical perspective . the kind of issues addressed and implications for the approach simply involve pondering why , if a key development goal is to alleviate poverty , is poverty increasing ? why is there such a gap between plans and outcomes ? why are those working in development so willing to disregard history and the lessons it might offer ? why is development so externally driven rather than having an internal basis ? in short why does so much planned development fail ?",what does development anthropology involves doing a lot of ?,"the kind of issues addressed and implications for the approach simply involve pondering why , if a key development goal is to alleviate poverty , is poverty increasing ? "," why is poverty increasing ?

"
2376,"anthropology of development tends to view development from a critical perspective . the kind of issues addressed and implications for the approach simply involve pondering why , if a key development goal is to alleviate poverty , is poverty increasing ? why is there such a gap between plans and outcomes ? why are those working in development so willing to disregard history and the lessons it might offer ? why is development so externally driven rather than having an internal basis ? in short why does so much planned development fail ?","development anthropologists would like to know why if a goal is to alleviate poverty , that poverty is doing what ?","the kind of issues addressed and implications for the approach simply involve pondering why , if a key development goal is to alleviate poverty , is poverty increasing ? "," why is poverty increasing ?

"
2377,"anthropology of development tends to view development from a critical perspective . the kind of issues addressed and implications for the approach simply involve pondering why , if a key development goal is to alleviate poverty , is poverty increasing ? why is there such a gap between plans and outcomes ? why are those working in development so willing to disregard history and the lessons it might offer ? why is development so externally driven rather than having an internal basis ? in short why does so much planned development fail ?","when it comes to plans and outcomes , what do development anthropologists look at between them ?",why is there such a gap between plans and outcomes ? ," why is development so externally driven rather than having an internal basis ?

"
