,context,question,answers,res
1436,"Luther's 1538 hymnic version of the Lord's Prayer, ""Vater unser im Himmelreich"", corresponds exactly to Luther's explanation of the prayer in the Small Catechism, with one stanza for each of the seven prayer petitions, plus opening and closing stanzas. The hymn functioned both as a liturgical setting of the Lord's Prayer and as a means of examining candidates on specific catechism questions. The extant manuscript shows multiple revisions, demonstrating Luther's concern to clarify and strengthen the text and to provide an appropriately prayerful tune. Other 16th- and 20th-century versifications of the Lord's Prayer have adopted Luther's tune, although modern texts are considerably shorter.",Where is the comparison found of this Lord's Prayer hymn?,Small Catechism," What did Luther explain the prayer in?

"
1437,"Luther's 1538 hymnic version of the Lord's Prayer, ""Vater unser im Himmelreich"", corresponds exactly to Luther's explanation of the prayer in the Small Catechism, with one stanza for each of the seven prayer petitions, plus opening and closing stanzas. The hymn functioned both as a liturgical setting of the Lord's Prayer and as a means of examining candidates on specific catechism questions. The extant manuscript shows multiple revisions, demonstrating Luther's concern to clarify and strengthen the text and to provide an appropriately prayerful tune. Other 16th- and 20th-century versifications of the Lord's Prayer have adopted Luther's tune, although modern texts are considerably shorter.",What was the hymn meant to examine students on?,specific catechism questions," What did Luther's hymn function as?

"
1438,"Luther's 1538 hymnic version of the Lord's Prayer, ""Vater unser im Himmelreich"", corresponds exactly to Luther's explanation of the prayer in the Small Catechism, with one stanza for each of the seven prayer petitions, plus opening and closing stanzas. The hymn functioned both as a liturgical setting of the Lord's Prayer and as a means of examining candidates on specific catechism questions. The extant manuscript shows multiple revisions, demonstrating Luther's concern to clarify and strengthen the text and to provide an appropriately prayerful tune. Other 16th- and 20th-century versifications of the Lord's Prayer have adopted Luther's tune, although modern texts are considerably shorter.",What does the original manuscript show?,multiple revisions," What did the extant manuscript show?

"
1439,"Luther's 1538 hymnic version of the Lord's Prayer, ""Vater unser im Himmelreich"", corresponds exactly to Luther's explanation of the prayer in the Small Catechism, with one stanza for each of the seven prayer petitions, plus opening and closing stanzas. The hymn functioned both as a liturgical setting of the Lord's Prayer and as a means of examining candidates on specific catechism questions. The extant manuscript shows multiple revisions, demonstrating Luther's concern to clarify and strengthen the text and to provide an appropriately prayerful tune. Other 16th- and 20th-century versifications of the Lord's Prayer have adopted Luther's tune, although modern texts are considerably shorter.",What do later versions of the Lord's Prayer hymn still use?,Luther's tune," What is the tune of Luther's 1538 hymnic version of the Lord's Prayer?

"
1440,"Luther wrote ""Aus tiefer Not schrei ich zu dir"" (""From depths of woe I cry to you"") in 1523 as a hymnic version of Psalm 130 and sent it as a sample to encourage evangelical colleagues to write psalm-hymns for use in German worship. In a collaboration with Paul Speratus, this and seven other hymns were published in the Achtliederbuch, the first Lutheran hymnal. In 1524 Luther developed his original four-stanza psalm paraphrase into a five-stanza Reformation hymn that developed the theme of ""grace alone"" more fully. Because it expressed essential Reformation doctrine, this expanded version of ""Aus tiefer Not"" was designated as a regular component of several regional Lutheran liturgies and was widely used at funerals, including Luther's own. Along with Erhart Hegenwalt's hymnic version of Psalm 51, Luther's expanded hymn was also adopted for use with the fifth part of Luther's catechism, concerning confession.",When did Luther write the hymn From Depths of Woe I cry to You?,1523," When was """
1441,"Luther wrote ""Aus tiefer Not schrei ich zu dir"" (""From depths of woe I cry to you"") in 1523 as a hymnic version of Psalm 130 and sent it as a sample to encourage evangelical colleagues to write psalm-hymns for use in German worship. In a collaboration with Paul Speratus, this and seven other hymns were published in the Achtliederbuch, the first Lutheran hymnal. In 1524 Luther developed his original four-stanza psalm paraphrase into a five-stanza Reformation hymn that developed the theme of ""grace alone"" more fully. Because it expressed essential Reformation doctrine, this expanded version of ""Aus tiefer Not"" was designated as a regular component of several regional Lutheran liturgies and was widely used at funerals, including Luther's own. Along with Erhart Hegenwalt's hymnic version of Psalm 51, Luther's expanded hymn was also adopted for use with the fifth part of Luther's catechism, concerning confession.",What is the basis of the hymn?,Psalm 130," What is the source of the hymn """
1442,"Luther wrote ""Aus tiefer Not schrei ich zu dir"" (""From depths of woe I cry to you"") in 1523 as a hymnic version of Psalm 130 and sent it as a sample to encourage evangelical colleagues to write psalm-hymns for use in German worship. In a collaboration with Paul Speratus, this and seven other hymns were published in the Achtliederbuch, the first Lutheran hymnal. In 1524 Luther developed his original four-stanza psalm paraphrase into a five-stanza Reformation hymn that developed the theme of ""grace alone"" more fully. Because it expressed essential Reformation doctrine, this expanded version of ""Aus tiefer Not"" was designated as a regular component of several regional Lutheran liturgies and was widely used at funerals, including Luther's own. Along with Erhart Hegenwalt's hymnic version of Psalm 51, Luther's expanded hymn was also adopted for use with the fifth part of Luther's catechism, concerning confession.",What did Luther use the hymn to encourage colleagues to do?,write psalm-hymns," What did Luther encourage evangelical colleagues to do?

"
1443,"Luther wrote ""Aus tiefer Not schrei ich zu dir"" (""From depths of woe I cry to you"") in 1523 as a hymnic version of Psalm 130 and sent it as a sample to encourage evangelical colleagues to write psalm-hymns for use in German worship. In a collaboration with Paul Speratus, this and seven other hymns were published in the Achtliederbuch, the first Lutheran hymnal. In 1524 Luther developed his original four-stanza psalm paraphrase into a five-stanza Reformation hymn that developed the theme of ""grace alone"" more fully. Because it expressed essential Reformation doctrine, this expanded version of ""Aus tiefer Not"" was designated as a regular component of several regional Lutheran liturgies and was widely used at funerals, including Luther's own. Along with Erhart Hegenwalt's hymnic version of Psalm 51, Luther's expanded hymn was also adopted for use with the fifth part of Luther's catechism, concerning confession.",What was the first Lutheran hymnal?,Achtliederbuch," What was the first Lutheran hymnal?

"
1444,"Luther wrote ""Aus tiefer Not schrei ich zu dir"" (""From depths of woe I cry to you"") in 1523 as a hymnic version of Psalm 130 and sent it as a sample to encourage evangelical colleagues to write psalm-hymns for use in German worship. In a collaboration with Paul Speratus, this and seven other hymns were published in the Achtliederbuch, the first Lutheran hymnal. In 1524 Luther developed his original four-stanza psalm paraphrase into a five-stanza Reformation hymn that developed the theme of ""grace alone"" more fully. Because it expressed essential Reformation doctrine, this expanded version of ""Aus tiefer Not"" was designated as a regular component of several regional Lutheran liturgies and was widely used at funerals, including Luther's own. Along with Erhart Hegenwalt's hymnic version of Psalm 51, Luther's expanded hymn was also adopted for use with the fifth part of Luther's catechism, concerning confession.","What did the hymn, Aus tiefer Not express?",Reformation doctrine," What did Luther's expanded hymn express?

"
1445,"Luther wrote ""Ach Gott, vom Himmel sieh darein"" (""Oh God, look down from heaven""). ""Nun komm, der Heiden Heiland"" (Now come, Savior of the gentiles), based on Veni redemptor gentium, became the main hymn (Hauptlied) for Advent. He transformed A solus ortus cardine to ""Christum wir sollen loben schon"" (""We should now praise Christ"") and Veni Creator Spiritus to ""Komm, Gott Schöpfer, Heiliger Geist"" (""Come, Holy Spirit, Lord God""). He wrote two hymns on the Ten Commandments, ""Dies sind die heilgen Zehn Gebot"" and ""Mensch, willst du leben seliglich"". His ""Gelobet seist du, Jesu Christ"" (""Praise be to You, Jesus Christ"") became the main hymn for Christmas. He wrote for Pentecost ""Nun bitten wir den Heiligen Geist"", and adopted for Easter ""Christ ist erstanden"" (Christ is risen), based on Victimae paschali laudes. ""Mit Fried und Freud ich fahr dahin"", a paraphrase of Nunc dimittis, was intended for Purification, but became also a funeral hymn. He paraphrased the Te Deum as ""Herr Gott, dich loben wir"" with a simplified form of the melody. It became known as the German Te Deum.",Which of Luther's hymn was the main one for Advent?,"Nun komm, der Heiden Heiland", What was the main hymn for 
1446,"Luther wrote ""Ach Gott, vom Himmel sieh darein"" (""Oh God, look down from heaven""). ""Nun komm, der Heiden Heiland"" (Now come, Savior of the gentiles), based on Veni redemptor gentium, became the main hymn (Hauptlied) for Advent. He transformed A solus ortus cardine to ""Christum wir sollen loben schon"" (""We should now praise Christ"") and Veni Creator Spiritus to ""Komm, Gott Schöpfer, Heiliger Geist"" (""Come, Holy Spirit, Lord God""). He wrote two hymns on the Ten Commandments, ""Dies sind die heilgen Zehn Gebot"" and ""Mensch, willst du leben seliglich"". His ""Gelobet seist du, Jesu Christ"" (""Praise be to You, Jesus Christ"") became the main hymn for Christmas. He wrote for Pentecost ""Nun bitten wir den Heiligen Geist"", and adopted for Easter ""Christ ist erstanden"" (Christ is risen), based on Victimae paschali laudes. ""Mit Fried und Freud ich fahr dahin"", a paraphrase of Nunc dimittis, was intended for Purification, but became also a funeral hymn. He paraphrased the Te Deum as ""Herr Gott, dich loben wir"" with a simplified form of the melody. It became known as the German Te Deum.",What was the hymn based on?,Veni redemptor gentium, What was the main hymn for 
1447,"Luther wrote ""Ach Gott, vom Himmel sieh darein"" (""Oh God, look down from heaven""). ""Nun komm, der Heiden Heiland"" (Now come, Savior of the gentiles), based on Veni redemptor gentium, became the main hymn (Hauptlied) for Advent. He transformed A solus ortus cardine to ""Christum wir sollen loben schon"" (""We should now praise Christ"") and Veni Creator Spiritus to ""Komm, Gott Schöpfer, Heiliger Geist"" (""Come, Holy Spirit, Lord God""). He wrote two hymns on the Ten Commandments, ""Dies sind die heilgen Zehn Gebot"" and ""Mensch, willst du leben seliglich"". His ""Gelobet seist du, Jesu Christ"" (""Praise be to You, Jesus Christ"") became the main hymn for Christmas. He wrote for Pentecost ""Nun bitten wir den Heiligen Geist"", and adopted for Easter ""Christ ist erstanden"" (Christ is risen), based on Victimae paschali laudes. ""Mit Fried und Freud ich fahr dahin"", a paraphrase of Nunc dimittis, was intended for Purification, but became also a funeral hymn. He paraphrased the Te Deum as ""Herr Gott, dich loben wir"" with a simplified form of the melody. It became known as the German Te Deum.",What is a Hauptlied?,main hymn, What was the main hymn for 
1448,"Luther wrote ""Ach Gott, vom Himmel sieh darein"" (""Oh God, look down from heaven""). ""Nun komm, der Heiden Heiland"" (Now come, Savior of the gentiles), based on Veni redemptor gentium, became the main hymn (Hauptlied) for Advent. He transformed A solus ortus cardine to ""Christum wir sollen loben schon"" (""We should now praise Christ"") and Veni Creator Spiritus to ""Komm, Gott Schöpfer, Heiliger Geist"" (""Come, Holy Spirit, Lord God""). He wrote two hymns on the Ten Commandments, ""Dies sind die heilgen Zehn Gebot"" and ""Mensch, willst du leben seliglich"". His ""Gelobet seist du, Jesu Christ"" (""Praise be to You, Jesus Christ"") became the main hymn for Christmas. He wrote for Pentecost ""Nun bitten wir den Heiligen Geist"", and adopted for Easter ""Christ ist erstanden"" (Christ is risen), based on Victimae paschali laudes. ""Mit Fried und Freud ich fahr dahin"", a paraphrase of Nunc dimittis, was intended for Purification, but became also a funeral hymn. He paraphrased the Te Deum as ""Herr Gott, dich loben wir"" with a simplified form of the melody. It became known as the German Te Deum.",How many hymns did Luther write based on the Ten Commandments?,two hymns," How many hymns did Luther write on the Ten Commandments?

"
1449,"Luther wrote ""Ach Gott, vom Himmel sieh darein"" (""Oh God, look down from heaven""). ""Nun komm, der Heiden Heiland"" (Now come, Savior of the gentiles), based on Veni redemptor gentium, became the main hymn (Hauptlied) for Advent. He transformed A solus ortus cardine to ""Christum wir sollen loben schon"" (""We should now praise Christ"") and Veni Creator Spiritus to ""Komm, Gott Schöpfer, Heiliger Geist"" (""Come, Holy Spirit, Lord God""). He wrote two hymns on the Ten Commandments, ""Dies sind die heilgen Zehn Gebot"" and ""Mensch, willst du leben seliglich"". His ""Gelobet seist du, Jesu Christ"" (""Praise be to You, Jesus Christ"") became the main hymn for Christmas. He wrote for Pentecost ""Nun bitten wir den Heiligen Geist"", and adopted for Easter ""Christ ist erstanden"" (Christ is risen), based on Victimae paschali laudes. ""Mit Fried und Freud ich fahr dahin"", a paraphrase of Nunc dimittis, was intended for Purification, but became also a funeral hymn. He paraphrased the Te Deum as ""Herr Gott, dich loben wir"" with a simplified form of the melody. It became known as the German Te Deum.","What did Herr Gott, dich loben wir become known as ?",German Te Deum," What is the name of the hymn paraphrased by Luther?

"
1450,"Luther's 1541 hymn ""Christ unser Herr zum Jordan kam"" (""To Jordan came the Christ our Lord"") reflects the structure and substance of his questions and answers concerning baptism in the Small Catechism. Luther adopted a preexisting Johann Walter tune associated with a hymnic setting of Psalm 67's prayer for grace; Wolf Heintz's four-part setting of the hymn was used to introduce the Lutheran Reformation in Halle in 1541. Preachers and composers of the 18th century, including J. S. Bach, used this rich hymn as a subject for their own work, although its objective baptismal theology was displaced by more subjective hymns under the influence of late-19th-century Lutheran pietism.",What does Luther's hymn Christ unser Herr zum jordan kam concern?,baptism," What is the subject of Luther's 1541 hymn ""Christ unser Herr zum Jordan kam""?

"
1451,"Luther's 1541 hymn ""Christ unser Herr zum Jordan kam"" (""To Jordan came the Christ our Lord"") reflects the structure and substance of his questions and answers concerning baptism in the Small Catechism. Luther adopted a preexisting Johann Walter tune associated with a hymnic setting of Psalm 67's prayer for grace; Wolf Heintz's four-part setting of the hymn was used to introduce the Lutheran Reformation in Halle in 1541. Preachers and composers of the 18th century, including J. S. Bach, used this rich hymn as a subject for their own work, although its objective baptismal theology was displaced by more subjective hymns under the influence of late-19th-century Lutheran pietism.",Whose tune did Luther adapt for the hymn of Psalm 67?,Johann Walter," Who composed the tune for Luther's hymn ""Christ unser Herr zum Jordan kam""?

"
1452,"Luther's 1541 hymn ""Christ unser Herr zum Jordan kam"" (""To Jordan came the Christ our Lord"") reflects the structure and substance of his questions and answers concerning baptism in the Small Catechism. Luther adopted a preexisting Johann Walter tune associated with a hymnic setting of Psalm 67's prayer for grace; Wolf Heintz's four-part setting of the hymn was used to introduce the Lutheran Reformation in Halle in 1541. Preachers and composers of the 18th century, including J. S. Bach, used this rich hymn as a subject for their own work, although its objective baptismal theology was displaced by more subjective hymns under the influence of late-19th-century Lutheran pietism.",What is Psalm 67 about?,prayer for grace," What is the preexisting Johann Walter tune associated with a hymnic setting of Psalm 67's?

"
1453,"Luther's 1541 hymn ""Christ unser Herr zum Jordan kam"" (""To Jordan came the Christ our Lord"") reflects the structure and substance of his questions and answers concerning baptism in the Small Catechism. Luther adopted a preexisting Johann Walter tune associated with a hymnic setting of Psalm 67's prayer for grace; Wolf Heintz's four-part setting of the hymn was used to introduce the Lutheran Reformation in Halle in 1541. Preachers and composers of the 18th century, including J. S. Bach, used this rich hymn as a subject for their own work, although its objective baptismal theology was displaced by more subjective hymns under the influence of late-19th-century Lutheran pietism.",What famous composer used a Lutheran hymn in his work?,J. S. Bach," Who used Luther's hymn as a subject for their own work?

"
1454,"Luther's 1541 hymn ""Christ unser Herr zum Jordan kam"" (""To Jordan came the Christ our Lord"") reflects the structure and substance of his questions and answers concerning baptism in the Small Catechism. Luther adopted a preexisting Johann Walter tune associated with a hymnic setting of Psalm 67's prayer for grace; Wolf Heintz's four-part setting of the hymn was used to introduce the Lutheran Reformation in Halle in 1541. Preachers and composers of the 18th century, including J. S. Bach, used this rich hymn as a subject for their own work, although its objective baptismal theology was displaced by more subjective hymns under the influence of late-19th-century Lutheran pietism.",Where was the baptismal hymn used to introduce the Reformation?,Halle," Where was the Lutheran Reformation introduced in 1541?

"
1455,"Luther's hymns were included in early Lutheran hymnals and spread the ideas of the Reformation. He supplied four of eight songs of the First Lutheran hymnal Achtliederbuch, 18 of 26 songs of the Erfurt Enchiridion, and 24 of the 32 songs in the first choral hymnal with settings by Johann Walter, Eyn geystlich Gesangk Buchleyn, all published in 1524.",Where were Luther's hymns included?,early Lutheran hymnals," Where were Luther's hymns included?

"
1456,"Luther's hymns were included in early Lutheran hymnals and spread the ideas of the Reformation. He supplied four of eight songs of the First Lutheran hymnal Achtliederbuch, 18 of 26 songs of the Erfurt Enchiridion, and 24 of the 32 songs in the first choral hymnal with settings by Johann Walter, Eyn geystlich Gesangk Buchleyn, all published in 1524.",How many hymns of Luther were included in the Achtliederbuch?,four," How many songs did Luther supply for the First Lutheran hymnal?

"
1457,"Luther's hymns were included in early Lutheran hymnals and spread the ideas of the Reformation. He supplied four of eight songs of the First Lutheran hymnal Achtliederbuch, 18 of 26 songs of the Erfurt Enchiridion, and 24 of the 32 songs in the first choral hymnal with settings by Johann Walter, Eyn geystlich Gesangk Buchleyn, all published in 1524.",How many hymns did Luther contribute to the Erfurt Enchiridion?,18," How many of the 26 songs of the Erfurt Enchiridion were written by Luther?

"
1458,"Luther's hymns were included in early Lutheran hymnals and spread the ideas of the Reformation. He supplied four of eight songs of the First Lutheran hymnal Achtliederbuch, 18 of 26 songs of the Erfurt Enchiridion, and 24 of the 32 songs in the first choral hymnal with settings by Johann Walter, Eyn geystlich Gesangk Buchleyn, all published in 1524.",How many hymns did Luther write for the first choral hymnal?,24," How many songs did Luther supply for the first choral hymnal with settings by Johann Walter?

"
1459,"Luther's hymns were included in early Lutheran hymnals and spread the ideas of the Reformation. He supplied four of eight songs of the First Lutheran hymnal Achtliederbuch, 18 of 26 songs of the Erfurt Enchiridion, and 24 of the 32 songs in the first choral hymnal with settings by Johann Walter, Eyn geystlich Gesangk Buchleyn, all published in 1524.",What was the title of the first choral hymnal?,Eyn geystlich Gesangk Buchleyn," What was the first choral hymnal with settings by Johann Walter called?

"
1460,"Luther's hymns inspired composers to write music. Johann Sebastian Bach included several verses as chorales in his cantatas and based chorale cantatas entirely on them, namely Christ lag in Todes Banden, BWV 4, as early as possibly 1707, in his second annual cycle (1724 to 1725) Ach Gott, vom Himmel sieh darein, BWV 2, Christ unser Herr zum Jordan kam, BWV 7, Nun komm, der Heiden Heiland, BWV 62, Gelobet seist du, Jesu Christ, BWV 91, and Aus tiefer Not schrei ich zu dir, BWV 38, later Ein feste Burg ist unser Gott, BWV 80, and in 1735 Wär Gott nicht mit uns diese Zeit, BWV 14.",What composer used Luther's hymns in his works?,Johann Sebastian Bach," Who composed music based on Luther's hymns?

"
1461,"Luther's hymns inspired composers to write music. Johann Sebastian Bach included several verses as chorales in his cantatas and based chorale cantatas entirely on them, namely Christ lag in Todes Banden, BWV 4, as early as possibly 1707, in his second annual cycle (1724 to 1725) Ach Gott, vom Himmel sieh darein, BWV 2, Christ unser Herr zum Jordan kam, BWV 7, Nun komm, der Heiden Heiland, BWV 62, Gelobet seist du, Jesu Christ, BWV 91, and Aus tiefer Not schrei ich zu dir, BWV 38, later Ein feste Burg ist unser Gott, BWV 80, and in 1735 Wär Gott nicht mit uns diese Zeit, BWV 14.",What did Bach base entirely on Luther chorales?,chorale cantatas," What did Johann Sebastian Bach include in his cantatas?

"
1462,"Luther's hymns inspired composers to write music. Johann Sebastian Bach included several verses as chorales in his cantatas and based chorale cantatas entirely on them, namely Christ lag in Todes Banden, BWV 4, as early as possibly 1707, in his second annual cycle (1724 to 1725) Ach Gott, vom Himmel sieh darein, BWV 2, Christ unser Herr zum Jordan kam, BWV 7, Nun komm, der Heiden Heiland, BWV 62, Gelobet seist du, Jesu Christ, BWV 91, and Aus tiefer Not schrei ich zu dir, BWV 38, later Ein feste Burg ist unser Gott, BWV 80, and in 1735 Wär Gott nicht mit uns diese Zeit, BWV 14.",What is the earliest that Bach began using Luther hymns?,1707," When did Johann Sebastian Bach include several verses as chorales in his cantatas?

"
1463,"Luther's hymns inspired composers to write music. Johann Sebastian Bach included several verses as chorales in his cantatas and based chorale cantatas entirely on them, namely Christ lag in Todes Banden, BWV 4, as early as possibly 1707, in his second annual cycle (1724 to 1725) Ach Gott, vom Himmel sieh darein, BWV 2, Christ unser Herr zum Jordan kam, BWV 7, Nun komm, der Heiden Heiland, BWV 62, Gelobet seist du, Jesu Christ, BWV 91, and Aus tiefer Not schrei ich zu dir, BWV 38, later Ein feste Burg ist unser Gott, BWV 80, and in 1735 Wär Gott nicht mit uns diese Zeit, BWV 14.",In what years did Bach use more of Luther's hymns in his compositions?,1724 to 1725," When did Bach include several verses as chorales in his cantatas?

"
1464,"Luther's hymns inspired composers to write music. Johann Sebastian Bach included several verses as chorales in his cantatas and based chorale cantatas entirely on them, namely Christ lag in Todes Banden, BWV 4, as early as possibly 1707, in his second annual cycle (1724 to 1725) Ach Gott, vom Himmel sieh darein, BWV 2, Christ unser Herr zum Jordan kam, BWV 7, Nun komm, der Heiden Heiland, BWV 62, Gelobet seist du, Jesu Christ, BWV 91, and Aus tiefer Not schrei ich zu dir, BWV 38, later Ein feste Burg ist unser Gott, BWV 80, and in 1735 Wär Gott nicht mit uns diese Zeit, BWV 14.",When was the last use by Bach of Luther's work?,1735," When did Bach write Wär Gott nicht mit uns diese Zeit?

"
1465,"In contrast to the views of John Calvin and Philipp Melanchthon, throughout his life Luther maintained that it was not false doctrine to believe that a Christian's soul sleeps after it is separated from the body in death; and, accordingly, he disputed traditional interpretations of some Bible passages, such as the parable of the rich man and Lazarus. This also led Luther to reject the idea of torments for the saints: ""It is enough for us to know that souls do not leave their bodies to be threatened by the torments and punishments of hell, but enter a prepared bedchamber in which they sleep in peace."" He also rejected the existence of Purgatory, which involved Christian souls undergoing penitential suffering after death. He affirmed the continuity of one's personal identity beyond death. In his Smalcald Articles, he described the saints as currently residing ""in their graves and in heaven.""",What did Luther believe that the soul does after death?,sleeps," What does Luther believe happens to a Christian's soul after it is separated from the body in death?

"
1466,"In contrast to the views of John Calvin and Philipp Melanchthon, throughout his life Luther maintained that it was not false doctrine to believe that a Christian's soul sleeps after it is separated from the body in death; and, accordingly, he disputed traditional interpretations of some Bible passages, such as the parable of the rich man and Lazarus. This also led Luther to reject the idea of torments for the saints: ""It is enough for us to know that souls do not leave their bodies to be threatened by the torments and punishments of hell, but enter a prepared bedchamber in which they sleep in peace."" He also rejected the existence of Purgatory, which involved Christian souls undergoing penitential suffering after death. He affirmed the continuity of one's personal identity beyond death. In his Smalcald Articles, he described the saints as currently residing ""in their graves and in heaven.""",What other doctrines did Luther disavow about saints?,idea of torments," What did Luther reject?

"
1467,"In contrast to the views of John Calvin and Philipp Melanchthon, throughout his life Luther maintained that it was not false doctrine to believe that a Christian's soul sleeps after it is separated from the body in death; and, accordingly, he disputed traditional interpretations of some Bible passages, such as the parable of the rich man and Lazarus. This also led Luther to reject the idea of torments for the saints: ""It is enough for us to know that souls do not leave their bodies to be threatened by the torments and punishments of hell, but enter a prepared bedchamber in which they sleep in peace."" He also rejected the existence of Purgatory, which involved Christian souls undergoing penitential suffering after death. He affirmed the continuity of one's personal identity beyond death. In his Smalcald Articles, he described the saints as currently residing ""in their graves and in heaven.""",What did Luther expound happened to souls after death?,sleep in peace," What did Luther say that the saints do after death?

"
1468,"In contrast to the views of John Calvin and Philipp Melanchthon, throughout his life Luther maintained that it was not false doctrine to believe that a Christian's soul sleeps after it is separated from the body in death; and, accordingly, he disputed traditional interpretations of some Bible passages, such as the parable of the rich man and Lazarus. This also led Luther to reject the idea of torments for the saints: ""It is enough for us to know that souls do not leave their bodies to be threatened by the torments and punishments of hell, but enter a prepared bedchamber in which they sleep in peace."" He also rejected the existence of Purgatory, which involved Christian souls undergoing penitential suffering after death. He affirmed the continuity of one's personal identity beyond death. In his Smalcald Articles, he described the saints as currently residing ""in their graves and in heaven.""",What did Luther think of Purgatory?,rejected the existence," What did Luther reject?

"
1469,"In contrast to the views of John Calvin and Philipp Melanchthon, throughout his life Luther maintained that it was not false doctrine to believe that a Christian's soul sleeps after it is separated from the body in death; and, accordingly, he disputed traditional interpretations of some Bible passages, such as the parable of the rich man and Lazarus. This also led Luther to reject the idea of torments for the saints: ""It is enough for us to know that souls do not leave their bodies to be threatened by the torments and punishments of hell, but enter a prepared bedchamber in which they sleep in peace."" He also rejected the existence of Purgatory, which involved Christian souls undergoing penitential suffering after death. He affirmed the continuity of one's personal identity beyond death. In his Smalcald Articles, he described the saints as currently residing ""in their graves and in heaven.""",Where did Luther describe the resting place of the saints?,Smalcald Articles," Where did Luther describe the saints as currently residing?

"
1470,The Lutheran theologian Franz Pieper observed that Luther's teaching about the state of the Christian's soul after death differed from the later Lutheran theologians such as Johann Gerhard. Lessing (1755) had earlier reached the same conclusion in his analysis of Lutheran orthodoxy on this issue.,Who noticed that Luther's view of the soul after death differed from later theologians?,Franz Pieper," Who observed that Luther's teaching about the state of the Christian's soul after death differed from the later Lutheran theologians such as Johann Gerhard?

"
1471,The Lutheran theologian Franz Pieper observed that Luther's teaching about the state of the Christian's soul after death differed from the later Lutheran theologians such as Johann Gerhard. Lessing (1755) had earlier reached the same conclusion in his analysis of Lutheran orthodoxy on this issue.,What theologian differed in views about the soul from Luther?,Johann Gerhard," Who did Franz Pieper observe differed from Luther in his teaching about the state of the Christian's soul after death?

"
1472,The Lutheran theologian Franz Pieper observed that Luther's teaching about the state of the Christian's soul after death differed from the later Lutheran theologians such as Johann Gerhard. Lessing (1755) had earlier reached the same conclusion in his analysis of Lutheran orthodoxy on this issue.,Who else observed that Luther view of souls was different form later views?,Gerhard. Lessing," Who observed that Luther's teaching about the state of the Christian's soul after death differed from the later Lutheran theologians such as Johann Gerhard?

"
1473,The Lutheran theologian Franz Pieper observed that Luther's teaching about the state of the Christian's soul after death differed from the later Lutheran theologians such as Johann Gerhard. Lessing (1755) had earlier reached the same conclusion in his analysis of Lutheran orthodoxy on this issue.,When did Gerhard Lessing reach his conclusions about Luther?,1755," When did Lessing reach the same conclusion in his analysis of Lutheran orthodoxy on this issue?

"
1474,"Luther's Commentary on Genesis contains a passage which concludes that ""the soul does not sleep (anima non sic dormit), but wakes (sed vigilat) and experiences visions"". Francis Blackburne in 1765 argued that John Jortin misread this and other passages from Luther, while Gottfried Fritschel pointed out in 1867 that it actually refers to the soul of a man ""in this life"" (homo enim in hac vita) tired from his daily labour (defatigus diurno labore) who at night enters his bedchamber (sub noctem intrat in cubiculum suum) and whose sleep is interrupted by dreams.","Where did Luther say that the soul doesn't sleep, but rather has visions?",Commentary on Genesis," What did Luther write?

"
1475,"Luther's Commentary on Genesis contains a passage which concludes that ""the soul does not sleep (anima non sic dormit), but wakes (sed vigilat) and experiences visions"". Francis Blackburne in 1765 argued that John Jortin misread this and other passages from Luther, while Gottfried Fritschel pointed out in 1867 that it actually refers to the soul of a man ""in this life"" (homo enim in hac vita) tired from his daily labour (defatigus diurno labore) who at night enters his bedchamber (sub noctem intrat in cubiculum suum) and whose sleep is interrupted by dreams.",Who stated that John Jortin misunderstood Luther?,Francis Blackburne," Who argued that John Jortin misread this and other passages from Luther?

"
1476,"Luther's Commentary on Genesis contains a passage which concludes that ""the soul does not sleep (anima non sic dormit), but wakes (sed vigilat) and experiences visions"". Francis Blackburne in 1765 argued that John Jortin misread this and other passages from Luther, while Gottfried Fritschel pointed out in 1867 that it actually refers to the soul of a man ""in this life"" (homo enim in hac vita) tired from his daily labour (defatigus diurno labore) who at night enters his bedchamber (sub noctem intrat in cubiculum suum) and whose sleep is interrupted by dreams.",When did Blackburne make his argument about Luther and souls?,1765," When did Francis Blackburne argue that John Jortin misread this and other passages from Luther?

"
1477,"Luther's Commentary on Genesis contains a passage which concludes that ""the soul does not sleep (anima non sic dormit), but wakes (sed vigilat) and experiences visions"". Francis Blackburne in 1765 argued that John Jortin misread this and other passages from Luther, while Gottfried Fritschel pointed out in 1867 that it actually refers to the soul of a man ""in this life"" (homo enim in hac vita) tired from his daily labour (defatigus diurno labore) who at night enters his bedchamber (sub noctem intrat in cubiculum suum) and whose sleep is interrupted by dreams.",Who pointed out that the passage under dispute actually refers to a living man?,Gottfried Fritschel," Who pointed out in 1867 that it actually refers to the soul of a man ""in this life"" (homo enim in hac vita) tired from his daily labour (defatigus diurno labore) who at night enters his bedchamber (sub noctem intrat in cubiculum suum) and whose sleep is interrupted by dreams?

"
1478,"Luther's Commentary on Genesis contains a passage which concludes that ""the soul does not sleep (anima non sic dormit), but wakes (sed vigilat) and experiences visions"". Francis Blackburne in 1765 argued that John Jortin misread this and other passages from Luther, while Gottfried Fritschel pointed out in 1867 that it actually refers to the soul of a man ""in this life"" (homo enim in hac vita) tired from his daily labour (defatigus diurno labore) who at night enters his bedchamber (sub noctem intrat in cubiculum suum) and whose sleep is interrupted by dreams.",What did Fritschel say the man's sleep was disturbed by?,dreams," What does Luther's Commentary on Genesis say the soul experiences?

"
